model_name,model_role,roc_auc,brier,log_loss,recall,precision,expected_net_recovery_total,expected_roi,threshold
baseline_logistic_regression,baseline,0.6803377401015912,0.08031610675508848,0.28959876047873334,0.7329700272479565,0.1370351502801834,2268560.27,27.2028,0.09
